,time_(s),rew_action_rate,rew_balance,rew_forward_progress,rew_height,rew_motor_effort,rew_smoothness,rew_stability,rew_termination,rew_total,rew_success,x,y,z,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,global_linear_x,global_linear_y,global_linear_z,global_angular_x,global_angular_y,global_angular_z,front_left,front_right,rear_left,rear_right,position_FL_hip_joint,position_FL_thigh_joint,position_FL_calf_joint,position_FR_hip_joint,position_FR_thigh_joint,position_FR_calf_joint,position_RL_hip_joint,position_RL_thigh_joint,position_RL_calf_joint,position_RR_hip_joint,position_RR_thigh_joint,position_RR_calf_joint,torque_FL_hip_joint,torque_FL_thigh_joint,torque_FL_calf_joint,torque_FR_hip_joint,torque_FR_thigh_joint,torque_FR_calf_joint,torque_RL_hip_joint,torque_RL_thigh_joint,torque_RL_calf_joint,torque_RR_hip_joint,torque_RR_thigh_joint,torque_RR_calf_joint,out_of_limits,rollout
324,6.48,-0.01,64.12,1.73,2.77,-0.02,-27.89,184.0,0.0,224.69,325.0,8.49,12.44,0.87,0.02,0.16,0.22,0.68,-0.47,-1.25,0.43,0.27,-1.41,0.43,0.27,-1.41,0.0,57.3,85.7,71.5,34.5,23.8,-81.8,-3.9,62.6,-156.0,10.5,27.4,-48.0,-1.6,54.9,-99.6,-0.7,3.8,0.5,7.9,-3.6,-19.7,-14.6,-19.6,9.7,4.5,-9.6,-4.6,2,3
326,6.52,-0.01,64.52,1.73,2.79,-0.02,-27.95,185.14,0.0,226.19,327.0,8.48,12.44,0.88,0.04,0.15,0.01,0.42,0.73,-1.14,-0.78,0.1,-1.18,-0.78,0.1,-1.18,47.3,89.5,87.1,20.3,32.8,25.2,-85.5,-6.5,60.8,-156.0,8.5,26.1,-48.0,-2.9,53.2,-99.2,-5.6,1.4,-4.7,11.5,-2.9,-19.7,-13.5,-20.7,13.9,5.2,-2.1,-4.8,2,3
328,6.56,-0.01,64.92,1.74,2.8,-0.02,-28.01,186.27,0.0,227.68,329.0,8.47,12.45,0.88,0.04,0.15,0.07,1.42,-0.11,-1.39,0.1,0.86,-1.79,0.1,0.86,-1.79,105.7,74.2,67.0,0.0,31.2,26.0,-90.0,-9.5,60.0,-156.0,6.6,25.1,-48.0,-2.1,54.2,-103.4,-9.1,5.6,-4.1,14.7,-14.5,-0.2,-11.4,-10.6,21.8,-2.9,0.8,-0.1,2,3
330,6.6,-0.01,65.32,1.74,2.82,-0.02,-28.14,187.4,0.0,229.1,331.0,8.47,12.45,0.88,0.04,0.17,0.09,-1.51,-0.99,-1.91,0.46,-2.18,-1.39,0.46,-2.18,-1.39,125.3,0.0,0.0,0.0,29.5,30.7,-91.4,-17.4,54.2,-151.7,3.0,31.3,-48.0,-8.7,52.0,-95.8,-15.3,2.7,-0.2,15.4,-17.0,-6.3,2.2,-0.3,22.8,-0.7,-7.0,4.7,2,3
332,6.64,-0.02,65.71,1.74,2.84,-0.02,-28.31,188.55,0.0,230.49,333.0,8.46,12.46,0.88,0.08,0.12,0.06,-2.85,-1.62,-1.19,0.87,-3.37,-0.31,0.87,-3.37,-0.31,41.3,0.0,0.0,67.7,34.8,32.0,-88.4,-12.4,51.4,-156.0,6.6,35.6,-48.0,-9.5,42.7,-78.7,-12.3,7.7,3.8,8.0,5.3,-19.7,0.2,-6.9,21.9,8.9,-4.1,-4.5,2,3
334,6.68,-0.02,66.11,1.75,2.85,-0.03,-28.43,189.69,0.0,231.94,335.0,8.46,12.46,0.88,0.04,0.13,-0.17,0.87,0.27,-0.92,-0.0,0.66,-1.12,-0.0,0.66,-1.12,30.3,0.0,72.8,53.0,38.3,28.5,-78.0,-4.4,61.6,-156.0,10.3,34.5,-48.0,-5.1,49.1,-87.3,-7.9,7.5,1.0,-0.3,-2.5,-19.7,-7.2,-12.6,19.5,12.0,-14.1,-5.8,2,3
336,6.72,-0.02,66.51,1.76,2.87,-0.03,-28.55,190.84,0.0,233.38,337.0,8.45,12.46,0.87,0.1,0.19,-0.09,3.55,0.19,-0.45,0.87,3.17,-1.42,0.87,3.17,-1.42,0.0,15.3,85.4,79.2,38.1,21.4,-76.2,-2.7,61.2,-156.0,11.6,28.9,-48.0,-2.5,52.9,-99.1,0.4,2.3,-3.1,3.2,-3.3,-19.7,-6.4,-19.4,15.2,8.0,-9.5,-3.1,2,3
338,6.76,-0.02,66.91,1.76,2.88,-0.03,-28.63,191.99,0.0,234.86,339.0,8.45,12.47,0.88,-0.0,0.19,0.09,-0.03,0.78,-1.09,-0.84,-0.05,-1.04,-0.84,-0.05,-1.04,0.0,56.7,33.9,90.0,35.4,21.8,-86.7,-3.7,61.2,-156.0,11.9,26.8,-48.0,-1.1,53.7,-99.7,-4.1,-0.6,-0.7,8.2,-7.2,-19.7,-13.9,-19.9,13.2,4.9,-10.0,-2.6,2,3
340,6.8,-0.02,67.31,1.76,2.9,-0.03,-28.7,193.13,0.0,236.36,341.0,8.44,12.47,0.88,0.01,0.19,0.07,0.84,0.5,-1.05,-0.28,0.62,-1.27,-0.28,0.62,-1.27,0.0,67.6,31.2,7.0,34.2,21.4,-95.2,-5.7,59.0,-156.0,10.7,24.5,-48.0,-1.2,50.8,-98.1,-6.7,2.6,-3.5,14.6,-5.9,-19.7,-17.0,-20.8,18.1,3.3,1.1,-4.3,2,3
342,6.84,-0.02,67.71,1.76,2.91,-0.03,-28.77,194.27,0.0,237.84,343.0,8.43,12.47,0.88,0.02,0.2,0.05,1.47,0.15,-1.38,0.22,0.92,-1.79,0.22,0.92,-1.79,0.0,47.4,40.2,1.8,29.6,24.3,-102.9,-9.8,58.1,-156.0,6.5,24.6,-48.0,-2.2,52.2,-102.9,-8.6,3.6,0.2,17.7,-10.2,-13.2,-8.5,-13.7,22.5,-5.6,-1.8,1.9,2,3
344,6.88,-0.02,68.1,1.76,2.93,-0.03,-28.9,195.41,0.0,239.27,345.0,8.43,12.48,0.88,0.03,0.18,0.02,-1.21,-1.08,-1.46,0.13,-1.93,-1.03,0.13,-1.93,-1.03,62.5,80.7,0.0,0.0,29.5,27.4,-99.1,-4.5,61.0,-156.0,7.5,28.3,-48.0,-13.7,43.0,-90.6,-14.3,6.8,2.6,14.9,-2.0,-19.7,-1.3,0.5,22.8,2.7,-1.5,5.8,2,3
346,6.92,-0.02,68.5,1.77,2.95,-0.03,-29.07,196.57,0.0,240.68,347.0,8.42,12.48,0.88,0.11,0.17,-0.05,0.5,-2.07,-1.5,1.84,-1.01,-1.54,1.84,-1.01,-1.54,105.0,17.1,58.5,95.0,32.3,32.0,-89.3,7.0,70.7,-156.0,8.7,35.5,-48.0,-17.2,40.1,-81.5,-12.5,7.3,9.9,-4.4,-2.8,-19.7,-1.0,-11.8,20.8,14.9,-8.7,-2.2,2,3
348,6.96,-0.02,68.9,1.77,2.96,-0.03,-29.19,197.73,0.0,242.13,349.0,8.42,12.49,0.88,0.02,0.17,-0.3,-0.91,0.42,-0.96,-0.95,-0.65,-0.77,-0.95,-0.65,-0.77,9.6,0.0,59.5,54.4,36.3,30.2,-75.8,-3.2,69.0,-156.0,10.6,39.2,-48.0,-15.5,47.4,-93.4,-3.9,-2.0,-3.5,4.7,-3.6,-19.7,-8.6,-18.9,14.6,12.2,-11.2,-5.5,2,3
350,7.0,-0.02,69.29,1.77,2.98,-0.03,-29.35,198.88,0.0,243.53,351.0,8.41,12.49,0.87,0.0,0.2,0.01,3.34,0.31,-0.52,1.61,2.66,-1.35,1.61,2.66,-1.35,0.0,46.2,111.1,119.2,37.5,23.1,-80.5,0.3,64.6,-156.0,12.0,32.9,-48.0,-12.5,48.9,-103.1,-0.4,7.2,-2.2,4.1,-1.8,-19.7,-7.4,-20.9,12.5,14.2,-7.3,-3.5,2,3
352,7.04,-0.02,69.69,1.77,2.99,-0.03,-29.43,200.03,0.0,245.02,353.0,8.4,12.5,0.87,-0.02,0.19,0.04,0.18,0.48,-1.11,-0.46,0.21,-1.11,-0.46,0.21,-1.11,0.0,63.1,20.5,32.0,36.1,24.9,-90.8,-0.1,64.4,-156.0,12.7,30.0,-48.0,-10.3,49.9,-104.6,-3.1,3.9,-0.1,7.5,-3.8,-19.7,-16.8,-20.7,11.7,5.8,-3.8,-4.5,2,3
354,7.08,-0.02,70.09,1.77,3.0,-0.03,-29.46,201.18,0.0,246.54,355.0,8.4,12.5,0.87,-0.0,0.18,0.03,0.89,0.18,-1.14,0.18,0.54,-1.34,0.18,0.54,-1.34,0.0,44.2,39.9,0.0,33.3,26.3,-94.3,-3.7,63.4,-156.0,9.5,29.3,-48.0,-11.1,50.4,-106.6,-5.8,3.7,0.5,12.4,-14.3,-2.2,-15.3,-14.2,21.2,1.6,2.0,-0.5,2,3
356,7.12,-0.02,70.48,1.77,3.02,-0.03,-29.58,202.32,0.0,247.97,357.0,8.39,12.51,0.87,-0.02,0.19,0.1,-0.2,-0.16,-1.5,-0.38,-0.51,-1.38,-0.38,-0.51,-1.38,109.1,0.0,0.0,0.0,30.6,30.2,-94.9,-11.0,59.3,-153.2,5.2,32.2,-48.0,-11.5,52.0,-99.3,-13.2,1.8,1.6,14.1,-17.0,0.1,0.7,-2.1,22.8,-2.3,-7.6,5.4,2,3
358,7.16,-0.02,70.88,1.77,3.03,-0.03,-29.76,203.47,0.0,249.35,359.0,8.39,12.51,0.88,0.03,0.14,0.06,-1.66,-1.17,-1.0,-0.59,-2.12,-0.51,-0.59,-2.12,-0.51,83.1,0.0,9.6,51.6,33.2,31.5,-91.2,-2.6,62.2,-156.0,6.8,34.6,-48.0,-11.8,43.9,-80.4,-12.0,7.0,7.5,9.5,6.1,-19.7,0.2,-7.6,21.8,6.2,-0.4,-3.3,2,3
360,7.2,-0.02,71.28,1.78,3.05,-0.03,-29.92,204.63,0.0,250.77,361.0,8.39,12.52,0.87,0.05,0.14,-0.25,0.97,-0.78,-0.98,1.05,-0.14,-1.18,1.05,-0.14,-1.18,67.4,0.0,45.6,100.0,35.0,30.4,-76.0,3.4,68.7,-156.0,7.9,38.6,-48.0,-11.0,50.2,-84.6,-9.2,3.5,4.2,-3.1,-2.1,-19.7,-3.2,-14.5,18.7,14.3,-12.0,-10.0,2,3
362,7.24,-0.02,71.67,1.78,3.06,-0.03,-30.1,205.78,0.0,252.15,363.0,8.38,12.52,0.86,-0.0,0.15,-0.1,1.6,0.41,-0.68,0.81,1.19,-1.05,0.81,1.19,-1.05,0.0,9.2,76.5,80.7,36.9,23.8,-74.9,-2.5,64.9,-156.0,10.2,33.7,-48.0,-7.4,55.2,-97.6,0.1,3.8,-2.1,4.5,-3.7,-19.7,-10.4,-19.1,12.2,8.8,-10.5,-3.4,2,3
364,7.28,-0.02,72.07,1.78,3.08,-0.03,-30.17,206.93,0.0,253.64,365.0,8.38,12.52,0.87,-0.06,0.14,0.16,-0.01,0.22,-0.99,-0.36,0.05,-0.95,-0.36,0.05,-0.95,0.0,19.9,34.1,74.4,34.7,25.2,-84.7,-1.4,64.4,-156.0,10.3,32.1,-48.0,-6.3,54.7,-97.1,-3.4,1.8,0.3,5.5,-2.8,-19.7,-12.9,-20.4,9.7,6.1,-8.9,-6.9,2,3
366,7.32,-0.02,72.46,1.78,3.09,-0.03,-30.22,208.08,0.0,255.14,367.0,8.37,12.53,0.87,-0.02,0.13,-0.05,0.76,0.64,-0.99,-0.02,0.82,-1.13,-0.02,0.82,-1.13,0.0,66.3,23.7,26.4,33.7,23.2,-89.5,-4.2,63.0,-156.0,9.4,29.3,-48.0,-5.9,53.5,-98.8,-4.3,3.5,0.7,11.7,-5.3,-18.8,-17.7,-20.7,15.7,4.9,-1.9,-6.1,2,3
368,7.36,-0.02,72.86,1.78,3.1,-0.03,-30.26,209.21,0.0,256.65,369.0,8.37,12.53,0.87,-0.03,0.12,0.03,0.87,0.15,-1.27,0.25,0.44,-1.46,0.25,0.44,-1.46,0.0,53.3,56.5,0.4,31.3,23.9,-90.8,-7.4,62.0,-156.0,6.8,28.9,-48.0,-6.9,54.0,-101.9,-8.1,5.2,1.5,13.3,-16.4,2.0,-7.6,-10.7,22.5,-1.9,-1.2,-0.5,2,3
370,7.4,-0.02,73.25,1.78,3.12,-0.03,-30.33,210.35,0.0,258.13,371.0,8.37,12.54,0.88,-0.05,0.11,0.07,-1.26,0.32,-1.57,-1.68,-0.43,-1.07,-1.68,-0.43,-1.07,115.3,0.0,0.0,39.7,32.0,27.5,-90.2,-10.6,58.5,-156.0,5.0,31.6,-48.0,-10.7,48.3,-95.7,-15.4,5.4,1.8,12.9,-9.6,-16.3,3.2,-3.1,22.8,1.1,-4.9,4.8,2,3
372,7.44,-0.02,73.65,1.78,3.13,-0.03,-30.41,211.49,0.0,259.6,373.0,8.37,12.54,0.88,-0.0,0.1,-0.0,-0.9,-0.04,-1.14,-1.09,-0.55,-0.78,-1.09,-0.55,-0.78,98.5,0.0,43.1,81.3,35.8,30.2,-90.6,-6.7,58.2,-156.0,7.2,31.4,-48.0,-11.0,42.6,-85.9,-13.0,6.3,6.4,4.0,2.1,-19.7,0.3,-6.3,21.3,9.5,-4.8,-0.8,2,3
374,7.48,-0.02,74.05,1.78,3.15,-0.03,-30.48,212.64,0.0,261.09,375.0,8.36,12.54,0.87,0.02,0.08,-0.19,1.54,0.18,-0.5,1.13,0.66,-0.97,1.13,0.66,-0.97,16.5,0.0,90.2,127.6,36.3,26.0,-84.3,-4.8,60.8,-156.0,8.7,30.3,-48.0,-9.0,46.5,-93.3,-5.2,2.7,1.5,1.5,-2.3,-19.7,-5.6,-16.1,17.1,10.7,-14.3,-5.8,2,3
376,7.52,-0.02,74.44,1.78,3.16,-0.03,-30.55,213.78,0.0,262.57,377.0,8.36,12.54,0.87,-0.01,0.08,0.01,0.05,0.04,-0.96,-0.26,-0.04,-0.93,-0.26,-0.04,-0.93,0.0,43.2,29.5,73.6,35.2,24.4,-84.5,-5.1,61.2,-156.0,9.7,28.1,-48.0,-7.1,49.7,-97.1,-1.6,4.9,1.4,4.2,-2.1,-19.7,-12.0,-19.8,8.4,7.7,-9.1,-5.6,2,3
378,7.56,-0.02,74.84,1.78,3.18,-0.03,-30.58,214.92,0.0,264.09,379.0,8.36,12.55,0.87,-0.01,0.08,-0.0,0.76,-0.07,-0.95,0.41,0.09,-1.15,0.41,0.09,-1.15,40.1,68.9,28.0,47.0,34.3,25.9,-86.4,-6.2,61.0,-156.0,8.6,27.7,-48.0,-7.3,50.4,-99.0,-3.9,1.1,-2.6,9.7,-1.9,-19.7,-12.8,-20.6,13.2,6.2,-5.0,-5.4,2,3
380,7.6,-0.02,75.24,1.78,3.19,-0.03,-30.62,216.06,0.0,265.6,381.0,8.36,12.55,0.87,0.0,0.07,-0.01,0.95,-0.19,-0.87,0.63,0.03,-1.14,0.63,0.03,-1.14,55.0,61.1,27.6,17.7,31.8,26.9,-92.0,-6.9,61.8,-156.0,7.9,27.2,-48.0,-5.9,53.5,-103.7,-6.5,3.1,-3.3,14.8,-9.7,-12.9,-14.9,-19.1,21.5,2.0,-1.7,-0.9,2,3
382,7.64,-0.02,75.63,1.78,3.21,-0.03,-30.73,217.19,0.0,267.03,383.0,8.36,12.55,0.87,0.0,0.09,0.02,0.39,-0.38,-1.33,0.01,-0.28,-1.41,0.01,-0.28,-1.41,110.2,56.1,20.1,0.0,29.7,29.2,-94.7,-10.7,60.6,-155.7,6.0,29.1,-48.0,-9.0,52.8,-100.8,-12.7,4.0,-0.4,14.6,-18.8,7.8,-2.0,0.8,22.8,-2.5,-1.6,6.4,2,3
384,7.68,-0.02,76.03,1.78,3.22,-0.03,-30.91,218.33,0.0,268.42,385.0,8.36,12.56,0.88,0.04,0.07,0.04,-1.98,-1.42,-1.04,-1.91,-1.77,-0.47,-1.91,-1.77,-0.47,42.5,0.0,0.0,133.5,31.4,31.1,-94.0,-10.8,57.7,-156.0,7.1,34.8,-48.0,-11.8,44.4,-80.6,-12.6,3.4,3.3,10.8,-6.6,-19.9,0.7,-5.3,22.8,4.5,-2.5,1.1,2,3
386,7.72,-0.02,76.43,1.78,3.24,-0.03,-30.99,219.49,0.0,269.9,387.0,8.36,12.56,0.88,0.03,0.06,-0.08,0.3,-0.45,-0.76,0.19,-0.45,-0.79,0.19,-0.45,-0.79,37.5,0.0,35.5,103.8,34.7,30.1,-87.7,-3.4,60.3,-156.0,10.9,35.4,-48.0,-8.6,46.9,-80.0,-9.0,4.7,7.9,-4.4,0.9,-19.7,-3.1,-11.1,20.0,13.6,-12.0,-9.5,2,3
388,7.76,-0.02,76.82,1.79,3.25,-0.03,-31.15,220.64,0.0,271.31,389.0,8.36,12.56,0.87,0.06,0.1,-0.2,2.04,0.18,-0.46,1.82,0.41,-0.96,1.82,0.41,-0.96,0.0,0.0,83.3,133.8,36.9,22.1,-77.3,-5.8,61.0,-156.0,12.6,31.6,-48.0,-5.9,52.8,-94.1,-1.7,6.2,-4.6,4.8,-2.2,-19.7,-6.4,-18.5,15.8,10.4,-12.7,-6.7,2,3
390,7.8,-0.02,77.22,1.79,3.27,-0.03,-31.22,221.79,0.0,272.81,391.0,8.36,12.56,0.87,-0.02,0.09,0.06,0.5,0.29,-0.79,0.25,0.35,-0.88,0.25,0.35,-0.88,0.0,42.5,36.0,84.4,34.3,24.1,-84.4,-3.9,63.5,-156.0,12.8,28.6,-48.0,-4.2,55.6,-97.0,-1.3,2.9,1.4,5.5,-3.4,-19.7,-16.8,-19.7,8.3,4.1,-10.9,-4.7,2,3
392,7.84,-0.02,77.62,1.79,3.28,-0.03,-31.28,222.93,0.0,274.29,393.0,8.36,12.57,0.87,-0.02,0.08,0.04,0.6,0.23,-0.89,0.31,0.31,-1.0,0.31,0.31,-1.0,0.0,71.9,35.5,27.4,32.5,26.0,-87.7,-6.7,62.4,-156.0,10.7,27.2,-48.0,-5.3,54.3,-97.7,-4.3,1.5,-3.1,11.6,-3.1,-19.7,-16.6,-20.5,14.2,5.4,-1.8,-5.0,2,3
394,7.88,-0.02,78.01,1.79,3.3,-0.03,-31.31,224.07,0.0,275.82,395.0,8.36,12.57,0.87,-0.02,0.07,0.02,0.61,0.18,-0.91,0.31,0.26,-1.04,0.31,0.26,-1.04,0.0,60.2,36.2,6.9,30.5,26.6,-94.8,-8.0,61.9,-156.0,9.5,26.3,-48.0,-4.2,55.4,-100.7,-8.6,3.8,-1.1,15.8,-13.2,-9.0,-13.2,-16.9,22.1,-1.7,-1.8,-1.4,2,3
396,7.92,-0.02,78.41,1.79,3.31,-0.03,-31.37,225.21,0.0,277.3,397.0,8.36,12.57,0.88,-0.03,0.06,0.06,-0.3,0.11,-1.25,-0.66,0.24,-1.09,-0.66,0.24,-1.09,119.9,0.0,30.3,52.6,29.4,28.7,-96.1,-9.9,60.6,-156.0,7.5,27.8,-48.0,-8.2,51.4,-96.5,-11.6,4.6,3.6,14.7,-11.9,-14.7,-0.9,-2.7,22.8,-1.5,-7.8,2.6,2,3
398,7.96,-0.02,78.81,1.79,3.33,-0.03,-31.42,226.34,0.0,278.8,399.0,8.36,12.57,0.88,0.0,0.05,0.02,-0.28,-0.11,-1.21,-0.64,0.01,-1.08,-0.64,0.01,-1.08,106.9,28.4,26.3,91.7,32.0,32.2,-93.8,-5.9,61.5,-156.0,7.2,29.7,-48.0,-11.2,46.0,-87.7,-12.2,11.5,2.9,3.2,1.3,-19.7,1.2,-4.8,21.7,9.2,-6.2,-0.5,2,3
400,8.0,-0.02,79.2,1.79,3.34,-0.03,-31.47,227.49,0.0,280.3,401.0,8.36,12.58,0.88,0.04,0.03,-0.17,0.89,-0.48,-0.63,0.6,-0.51,-0.89,0.6,-0.51,-0.89,49.5,16.8,81.3,104.4,33.4,34.9,-91.5,-5.1,65.3,-156.0,7.5,31.7,-48.0,-10.9,48.5,-89.2,-7.1,3.3,4.4,0.6,-1.4,-19.7,-5.3,-12.6,19.0,11.3,-11.9,-7.1,2,3
402,8.04,-0.02,79.6,1.79,3.36,-0.03,-31.55,228.62,0.0,281.78,403.0,8.36,12.58,0.87,-0.03,0.03,0.08,-0.81,-0.44,-0.8,-1.06,-0.25,-0.54,-1.06,-0.25,-0.54,32.9,68.3,54.6,71.4,34.1,30.9,-89.9,-6.1,63.2,-156.0,9.5,28.3,-48.0,-7.9,51.6,-94.9,-2.2,0.7,0.6,5.1,-2.6,-19.7,-11.8,-19.9,9.1,6.4,-10.8,-6.3,2,3
404,8.08,-0.02,80.0,1.79,3.37,-0.03,-31.59,229.76,0.0,283.28,405.0,8.36,12.58,0.87,-0.03,0.03,-0.02,0.45,0.26,-0.77,0.24,0.27,-0.86,0.24,0.27,-0.86,42.3,81.5,44.6,47.0,34.0,28.9,-88.9,-6.8,61.7,-156.0,10.3,26.9,-48.0,-6.2,52.1,-97.0,-3.7,2.0,-0.9,8.4,-1.6,-19.7,-12.1,-20.6,12.1,5.5,-6.7,-8.6,2,3
406,8.12,-0.02,80.39,1.79,3.39,-0.03,-31.65,230.9,0.0,284.77,407.0,8.36,12.58,0.87,-0.02,0.02,-0.01,1.36,-0.08,-0.8,1.02,-0.21,-1.19,1.02,-0.21,-1.19,50.9,69.7,40.9,28.2,31.3,28.8,-91.6,-8.1,62.2,-156.0,8.8,26.1,-48.0,-5.6,54.8,-102.6,-4.7,0.6,-0.3,13.8,-7.3,-14.5,-16.6,-19.2,19.8,2.3,-3.5,-2.6,2,3
408,8.16,-0.02,80.79,1.79,3.4,-0.03,-31.71,232.02,0.0,286.24,409.0,8.36,12.58,0.87,-0.02,0.03,0.04,0.76,-0.28,-1.25,0.29,-0.19,-1.45,0.29,-0.19,-1.45,72.8,91.9,34.9,22.6,28.9,30.1,-92.2,-12.3,60.9,-155.7,6.0,27.3,-48.0,-8.1,55.2,-103.3,-9.6,3.9,-1.2,14.1,-19.0,9.8,-4.7,0.0,22.8,-3.0,-2.7,4.6,2,3
410,8.2,-0.02,81.18,1.79,3.42,-0.03,-31.8,233.16,0.0,287.7,411.0,8.36,12.58,0.88,-0.03,0.01,0.12,-3.12,-0.55,-1.41,-3.39,0.57,-0.45,-3.39,0.57,-0.45,39.9,0.0,0.0,46.3,32.3,33.9,-93.9,-15.1,54.4,-156.0,6.7,32.6,-48.0,-11.9,46.9,-90.2,-14.3,2.5,3.3,11.7,-4.2,-19.9,1.4,-5.4,22.8,6.0,-4.8,3.0,2,3
412,8.24,-0.02,81.58,1.79,3.43,-0.03,-31.87,234.31,0.0,289.2,413.0,8.36,12.58,0.88,0.03,0.03,-0.02,-0.25,-0.21,-0.68,-0.48,-0.08,-0.58,-0.48,-0.08,-0.58,48.0,0.0,29.7,84.4,36.8,35.9,-92.3,-8.0,55.2,-156.0,9.6,33.0,-48.0,-9.4,44.8,-85.1,-12.4,5.1,3.1,-1.9,2.9,-19.7,-1.5,-9.1,20.4,11.7,-7.7,-5.5,2,3
414,8.28,-0.02,81.98,1.8,3.45,-0.03,-31.94,235.46,0.0,290.7,415.0,8.36,12.58,0.88,0.08,0.07,-0.23,1.3,0.49,-0.45,1.22,0.06,-0.8,1.22,0.06,-0.8,35.3,0.0,54.2,113.7,35.9,31.5,-90.6,-7.4,59.4,-156.0,10.8,30.6,-48.0,-8.0,48.8,-93.1,-5.0,5.7,-0.8,3.8,-1.8,-19.7,-9.0,-16.7,12.9,8.6,-12.5,-2.8,2,3
416,8.32,-0.02,82.38,1.8,3.46,-0.03,-32.0,236.6,0.0,292.19,417.0,8.36,12.59,0.87,0.01,0.06,0.16,0.8,-0.59,-0.84,0.25,-0.7,-1.06,0.25,-0.7,-1.06,37.1,60.7,43.3,80.1,34.0,29.8,-91.4,-6.4,61.7,-156.0,9.7,27.9,-48.0,-7.8,50.5,-95.2,0.1,3.1,0.5,5.9,-0.1,-19.7,-14.3,-19.8,5.6,6.4,-9.4,-5.3,2,3
418,8.36,-0.02,82.77,1.8,3.48,-0.03,-32.05,237.74,0.0,293.69,419.0,8.36,12.59,0.87,0.04,0.05,-0.04,0.67,0.35,-0.62,0.57,0.18,-0.77,0.57,0.18,-0.77,35.7,79.9,41.5,25.9,32.6,28.2,-89.0,-7.8,61.6,-156.0,8.7,26.6,-48.0,-7.8,51.6,-98.4,-4.0,1.4,-0.8,10.5,-3.5,-19.7,-14.7,-20.2,12.5,4.9,-1.7,-5.2,2,3
420,8.4,-0.02,83.17,1.81,3.49,-0.03,-32.1,238.87,0.0,295.18,421.0,8.36,12.59,0.87,0.04,0.05,0.02,1.27,-0.14,-0.85,0.82,-0.45,-1.21,0.82,-0.45,-1.21,68.8,71.7,63.6,29.7,30.3,27.1,-88.2,-9.3,62.1,-156.0,7.6,26.2,-48.0,-6.1,55.3,-104.3,-6.8,3.2,-1.4,13.5,-17.8,5.3,-12.4,-8.4,22.3,-2.0,-4.2,-0.4,2,3
422,8.44,-0.02,83.57,1.81,3.51,-0.03,-32.19,240.0,0.0,296.64,423.0,8.37,12.59,0.88,0.01,0.06,0.13,-2.25,-0.69,-1.53,-2.58,0.76,-0.82,-2.58,0.76,-0.82,113.8,0.0,0.0,95.9,29.9,30.0,-89.6,-16.2,55.7,-152.6,6.1,31.0,-48.0,-10.7,51.7,-100.0,-13.9,4.3,4.0,12.9,-17.2,-9.2,1.3,-2.3,22.8,2.0,-7.6,3.4,2,3
424,8.48,-0.02,83.96,1.81,3.52,-0.03,-32.31,241.14,0.0,298.08,425.0,8.37,12.59,0.88,0.07,0.06,0.16,-2.83,-0.83,-1.1,-3.02,0.83,-0.22,-3.02,0.83,-0.22,49.2,0.0,78.4,76.8,37.2,34.0,-88.9,-12.7,49.1,-156.0,9.4,32.7,-48.0,-10.3,44.2,-89.7,-14.6,2.4,1.5,7.5,3.4,-19.7,0.1,-4.6,21.8,6.9,-4.3,0.5,2,3
426,8.52,-0.02,84.36,1.82,3.54,-0.03,-32.4,242.28,0.0,299.55,427.0,8.38,12.59,0.88,0.07,0.08,-0.09,0.98,0.24,-0.48,0.79,-0.29,-0.74,0.79,-0.29,-0.74,36.0,0.0,48.1,38.8,40.2,31.3,-79.4,-7.4,58.0,-156.0,11.2,34.1,-48.0,-8.2,45.8,-94.0,-10.4,3.2,4.2,-0.5,-2.4,-19.7,-4.1,-14.8,19.3,13.5,-10.1,-6.5,2,3
428,8.56,-0.02,84.76,1.83,3.56,-0.03,-32.53,243.43,0.0,300.98,429.0,8.38,12.59,0.88,0.12,0.13,-0.17,2.33,0.72,-0.1,2.2,-0.62,-0.83,2.2,-0.62,-0.83,9.9,0.0,104.3,112.5,39.4,23.3,-77.6,-5.5,59.5,-156.0,12.4,28.4,-48.0,-6.0,47.1,-104.5,-2.0,5.2,-5.1,3.2,-2.0,-19.7,-12.4,-19.0,11.2,7.8,-6.7,1.7,2,3
430,8.6,-0.02,85.15,1.83,3.57,-0.03,-32.64,244.57,0.0,302.44,431.0,8.38,12.6,0.88,0.04,0.11,0.11,0.49,0.2,-0.73,0.31,0.04,-0.84,0.31,0.04,-0.84,24.2,51.0,43.0,82.1,35.8,26.3,-86.1,-5.1,59.9,-156.0,9.6,26.5,-48.0,-7.5,48.4,-105.4,-3.0,-1.0,1.3,7.4,-3.3,-19.7,-14.8,-20.0,10.1,6.5,-7.1,-0.9,2,3
432,8.64,-0.02,85.55,1.83,3.59,-0.03,-32.68,245.71,0.0,303.95,433.0,8.39,12.6,0.88,0.07,0.1,0.01,0.43,0.37,-0.53,0.41,0.18,-0.64,0.41,0.18,-0.64,59.0,67.8,44.6,3.4,35.4,25.9,-87.7,-6.1,59.3,-156.0,9.0,24.9,-48.0,-6.4,48.0,-105.4,-6.5,2.2,-2.9,12.1,-6.7,-17.7,-16.9,-19.5,19.9,3.4,0.9,-1.3,2,3
